userId,email,displayName,interests,school,major,cohort,role,status,profileVisibility
428c6d57-6c9e-5c6a-be89-266b945a8359,fb_1986@facebook-combined.local,Vũ Hoài Hà,"Thích trò chuyện, làm việc nhóm và lan tỏa những điều hữu ích đến mọi người.",Đại học Y tế Công cộng,Y tế công cộng,K44,USER,ACTIVE,PUBLIC
42c85ba5-44f9-58dd-bd86-8f9ce59a3bcc,fb_107@facebook-combined.local,Võ Quang An,"Ưu tiên các mối quan hệ chân thành, giao tiếp rõ ràng và hỗ trợ lẫn nhau.",Đại học Y Hà Nội,Y khoa,K34,USER,ACTIVE,PUBLIC
42cb2ddb-7006-529b-84b6-a18bac9e404c,fb_2367@facebook-combined.local,Võ Thanh Hải,"Thích kết bạn, mở rộng mạng lưới quan hệ và học thêm từ những góc nhìn khác nhau.",Đại học Kinh tế TP.HCM,Quản trị khách sạn,K32,USER,ACTIVE,PUBLIC
42eb4f1f-f914-582e-95af-ebca033c0493,fb_1829@facebook-combined.local,Bùi Anh Giang,"Quan tâm đến bạn bè, cộng đồng và những hoạt động mang lại giá trị thực tế.",Đại học FPT,An toàn thông tin,K34,USER,ACTIVE,PUBLIC
43033c74-28bb-532d-9d7d-e2b16b8a056d,fb_3373@facebook-combined.local,Dương Tuấn Hương,"Quan tâm đến bạn bè, cộng đồng và những hoạt động mang lại giá trị thực tế.",Đại học Hà Nội,Ngôn ngữ Anh,K44,USER,ACTIVE,PUBLIC
43036f7c-2185-58e5-ad9c-a74a1bfe3f16,fb_1193@facebook-combined.local,Dương Anh Dũng,"Quan tâm đến công nghệ, học hỏi mỗi ngày và xây dựng cộng đồng tích cực.",Đại học Y tế Công cộng,Y tế công cộng,K34,USER,ACTIVE,PUBLIC
4308eb39-8260-5e40-97dc-f97ff1377495,fb_705@facebook-combined.local,Huỳnh Hoài Châu,"Quan tâm đến công nghệ, học hỏi mỗi ngày và xây dựng cộng đồng tích cực.",Đại học Kiến trúc Hà Nội,Kiến trúc,K40,USER,ACTIVE,PUBLIC
4318d9d0-d866-59c2-ab10-395bb1e1614f,fb_2407@facebook-combined.local,Võ Tuấn Hải,"Thích kết bạn, mở rộng mạng lưới quan hệ và học thêm từ những góc nhìn khác nhau.",Đại học Tài nguyên và Môi trường TP.HCM,Biến đổi khí hậu,K40,USER,ACTIVE,PUBLIC
434c9b01-16fd-57f0-ac20-8b8bdc1d86a1,fb_3748@facebook-combined.local,Đặng Anh Khang,"Thường xuyên tìm kiếm ý tưởng mới, kết nối mới và cơ hội hợp tác phù hợp.",Học viện Công nghệ Bưu chính Viễn thông,Hệ thống thông tin,K44,USER,ACTIVE,PUBLIC
434cc35e-902c-54e2-b279-69256cc8219c,fb_1797@facebook-combined.local,Trương Hữu Giang,"Quan tâm đến bạn bè, cộng đồng và những hoạt động mang lại giá trị thực tế.",Đại học Lao động - Xã hội,Quản trị nhân lực,K40,USER,ACTIVE,PUBLIC
434f61f5-5595-5ac3-a135-080018d9ef58,fb_2957@facebook-combined.local,Trương Hoài Huy,"Quan tâm đến bạn bè, cộng đồng và những hoạt động mang lại giá trị thực tế.",Đại học Văn hóa Hà Nội,Quản trị du lịch,K40,USER,ACTIVE,PUBLIC
4352d063-20b0-5f5f-aa34-cb58949927ea,fb_3921@facebook-combined.local,Trần Gia Linh,"Quan tâm đến công nghệ, học hỏi mỗi ngày và xây dựng cộng đồng tích cực.",Học viện Ngân hàng,Tài chính ngân hàng,K35,USER,ACTIVE,PUBLIC
4360cab3-a11c-5a33-ac83-568587e26b50,fb_2565@facebook-combined.local,Huỳnh Văn Hiếu,"Quan tâm đến bạn bè, cộng đồng và những hoạt động mang lại giá trị thực tế.",Đại học Kiến trúc Hà Nội,Kiến trúc,K41,USER,ACTIVE,PUBLIC
4378a435-c265-5f70-98ed-ec3720bd6f15,fb_342@facebook-combined.local,Lê Thị Bình,"Yêu thích môi trường cởi mở, nơi mọi người có thể chia sẻ và phát triển cùng nhau.",Đại học Nông Lâm TP.HCM,Chăn nuôi,K38,USER,ACTIVE,PUBLIC
4389e838-f0d1-5d2e-8492-f84f59cb9e51,fb_2580@facebook-combined.local,Nguyễn Thị Hiếu,"Thường xuyên tìm kiếm ý tưởng mới, kết nối mới và cơ hội hợp tác phù hợp.",Đại học Văn Lang,Digital Marketing,K34,USER,ACTIVE,PUBLIC
438c3ff4-eb4f-5e4b-a420-f5959188b8cd,fb_3582@facebook-combined.local,Lê Hoài Khang,"Yêu thích môi trường cởi mở, nơi mọi người có thể chia sẻ và phát triển cùng nhau.",Đại học Kiến trúc Hà Nội,Kiến trúc,K34,USER,ACTIVE,PUBLIC
439669fe-afee-5923-91cc-2caaad90dcaa,fb_1709@facebook-combined.local,Bùi Quang Giang,"Quan tâm đến bạn bè, cộng đồng và những hoạt động mang lại giá trị thực tế.",Đại học Sư phạm Hà Nội,Sư phạm,K43,USER,ACTIVE,PUBLIC
43988afa-2976-59fd-8ee2-89ad25003fe9,fb_3935@facebook-combined.local,Mai Gia Linh,"Thích kết bạn, mở rộng mạng lưới quan hệ và học thêm từ những góc nhìn khác nhau.",Đại học Văn Lang,Digital Marketing,K37,USER,ACTIVE,PUBLIC
439eb306-3e6a-50be-b99f-d589e05a9169,fb_1377@facebook-combined.local,Trương Gia Duy,"Quan tâm đến công nghệ, học hỏi mỗi ngày và xây dựng cộng đồng tích cực.",Học viện Nông nghiệp Việt Nam,Nông học,K36,USER,ACTIVE,PUBLIC
43aebdaa-12c2-5a58-892a-d214d7ab6e50,fb_1395@facebook-combined.local,Mai Quang Duy,"Ưu tiên các mối quan hệ chân thành, giao tiếp rõ ràng và hỗ trợ lẫn nhau.",Đại học Sư phạm Kỹ thuật Đà Nẵng,Kỹ thuật phần mềm,K36,USER,ACTIVE,PUBLIC
43b17291-7af2-5b1f-bec2-306806f455dd,fb_3082@facebook-combined.local,Lê Khánh Huy,"Thích trò chuyện, làm việc nhóm và lan tỏa những điều hữu ích đến mọi người.",Đại học Y Hà Nội,Y khoa,K33,USER,ACTIVE,PUBLIC
43c0dbce-bcdd-4918-85f1-9e189b240407,user9@example.com,Pham Quoc Minh,Sinh vien yeu thich hoc tap va chia se tai lieu,Đại học Thương mại,Kinh doanh quốc tế,K35,USER,ACTIVE,PUBLIC
43e3be8e-f2ef-5cdc-9bdd-d205928a2388,fb_1892@facebook-combined.local,Ngô Nhật Giang,"Thường xuyên tìm kiếm ý tưởng mới, kết nối mới và cơ hội hợp tác phù hợp.",Đại học Khoa học Xã hội và Nhân văn - ĐHQGHN,Quan hệ công chúng,K41,USER,ACTIVE,PUBLIC
43e5c5ca-a6bb-57e5-86c5-abf16fef58cb,fb_1618@facebook-combined.local,Phan Văn Giang,"Thích trò chuyện, làm việc nhóm và lan tỏa những điều hữu ích đến mọi người.",Đại học Thương mại,Kinh doanh quốc tế,K44,USER,ACTIVE,PUBLIC
440d3a42-63c5-553a-b789-d2d8b323f5de,fb_4024@facebook-combined.local,Hoàng Hữu Linh,"Yêu thích kết nối, chia sẻ trải nghiệm và khám phá những mối quan hệ mới.",Đại học Quy Nhơn,Giáo dục tiểu học,K36,USER,ACTIVE,PUBLIC
440d590f-376d-5302-ae70-6bc0f4513cd9,fb_767@facebook-combined.local,Võ Thanh Châu,"Thích kết bạn, mở rộng mạng lưới quan hệ và học thêm từ những góc nhìn khác nhau.",Đại học Tài nguyên và Môi trường Hà Nội,Khoa học môi trường,K38,USER,ACTIVE,PUBLIC
44224c25-a75f-55d4-aec0-64fbde376aed,fb_526@facebook-combined.local,Vũ Khánh Bình,"Yêu thích môi trường cởi mở, nơi mọi người có thể chia sẻ và phát triển cùng nhau.",Đại học Kinh tế - Luật,Kiểm toán,K34,USER,ACTIVE,PUBLIC
442e7307-a309-518c-bc49-7be41ca268df,fb_2071@facebook-combined.local,Hồ Ngọc Hà,"Thích kết bạn, mở rộng mạng lưới quan hệ và học thêm từ những góc nhìn khác nhau.",Đại học Sư phạm Hà Nội,Sư phạm,K34,USER,ACTIVE,PUBLIC
4430eadb-b4b8-563e-819d-b519b1c7aaeb,fb_2921@facebook-combined.local,Trần Minh Huy,"Quan tâm đến công nghệ, học hỏi mỗi ngày và xây dựng cộng đồng tích cực.",Học viện Báo chí và Tuyên truyền,Truyền thông đa phương tiện,K38,USER,ACTIVE,PUBLIC
4434480f-378d-5178-b679-b66e9b714f2c,fb_935@facebook-combined.local,Mai Nhật Châu,"Thích kết bạn, mở rộng mạng lưới quan hệ và học thêm từ những góc nhìn khác nhau.",Đại học Hà Nội,Ngôn ngữ Anh,K42,USER,ACTIVE,PUBLIC
44486719-494c-5b2b-aeeb-b918c9fec7de,fb_1185@facebook-combined.local,Huỳnh Anh Dũng,"Quan tâm đến công nghệ, học hỏi mỗi ngày và xây dựng cộng đồng tích cực.",Đại học Kinh tế - Luật,Kiểm toán,K36,USER,ACTIVE,PUBLIC
44557a99-bd50-5643-a4fb-36d2d8e2a95e,fb_1402@facebook-combined.local,Lê Thanh Duy,"Thích trò chuyện, làm việc nhóm và lan tỏa những điều hữu ích đến mọi người.",Đại học Sư phạm Kỹ thuật Đà Nẵng,Kỹ thuật phần mềm,K35,USER,ACTIVE,PUBLIC
4458ff05-4d48-540e-b5a3-5e3a4aae969f,fb_2939@facebook-combined.local,Tạ Minh Huy,"Ưu tiên các mối quan hệ chân thành, giao tiếp rõ ràng và hỗ trợ lẫn nhau.",Đại học FPT,An toàn thông tin,K31,USER,ACTIVE,PUBLIC
446085eb-7549-5383-b6ec-bf6eee2bf58f,fb_783@facebook-combined.local,Phạm Ngọc Châu,"Thích kết bạn, mở rộng mạng lưới quan hệ và học thêm từ những góc nhìn khác nhau.",Đại học Kinh tế Quốc dân,Kinh tế,K35,USER,ACTIVE,PUBLIC
4460cc7a-d4cd-55d6-b7a6-647f69c3189e,fb_2007@facebook-combined.local,Võ Gia Hà,"Thích kết bạn, mở rộng mạng lưới quan hệ và học thêm từ những góc nhìn khác nhau.",Đại học FPT,An toàn thông tin,K37,USER,ACTIVE,PUBLIC
446d2e5a-26d8-5a84-854e-1d8402faa7f5,fb_2337@facebook-combined.local,Trương Gia Hải,"Quan tâm đến công nghệ, học hỏi mỗi ngày và xây dựng cộng đồng tích cực.",Học viện Ngân hàng,Tài chính ngân hàng,K43,USER,ACTIVE,PUBLIC
44822f0e-5edd-5f20-9246-aa727f09af7a,fb_3816@facebook-combined.local,Đinh Nhật Khang,"Yêu thích kết nối, chia sẻ trải nghiệm và khám phá những mối quan hệ mới.",Đại học Nông Lâm TP.HCM,Chăn nuôi,K32,USER,ACTIVE,PUBLIC
448df15e-67bc-5726-a2da-6ad2c365b2d2,fb_1759@facebook-combined.local,Tạ Ngọc Giang,"Thích kết bạn, mở rộng mạng lưới quan hệ và học thêm từ những góc nhìn khác nhau.",Đại học Kinh tế Quốc dân,Quản trị kinh doanh,K34,USER,ACTIVE,PUBLIC
44b36130-a307-5c0d-bd8c-761d462ee5ae,fb_3556@facebook-combined.local,Đinh Thị Khang,"Thường xuyên tìm kiếm ý tưởng mới, kết nối mới và cơ hội hợp tác phù hợp.",Đại học Y Hà Nội,Y khoa,K43,USER,ACTIVE,PUBLIC
44b9ed4a-25fd-5332-b8de-7f69d8756b49,fb_2911@facebook-combined.local,Hồ Thị Huy,"Thích kết bạn, mở rộng mạng lưới quan hệ và học thêm từ những góc nhìn khác nhau.",Đại học Tài nguyên và Môi trường Hà Nội,Khoa học môi trường,K36,USER,ACTIVE,PUBLIC
44c57246-bbfa-5d2a-80a6-772a38fc4652,fb_2463@facebook-combined.local,Phạm Anh Hải,"Thích kết bạn, mở rộng mạng lưới quan hệ và học thêm từ những góc nhìn khác nhau.",Đại học Kiến trúc Hà Nội,Kiến trúc,K44,USER,ACTIVE,PUBLIC
44d5ce78-03c9-5195-b62a-99a7822b71c4,fb_2625@facebook-combined.local,Huỳnh Hoài Hiếu,"Quan tâm đến công nghệ, học hỏi mỗi ngày và xây dựng cộng đồng tích cực.",Đại học Nông Lâm Huế,Bảo vệ thực vật,K42,USER,ACTIVE,PUBLIC
44d80207-06bd-5d57-9c7d-8c23d392af99,fb_2288@facebook-combined.local,Đặng Minh Hải,"Yêu thích kết nối, chia sẻ trải nghiệm và khám phá những mối quan hệ mới.",Đại học Tài chính - Marketing,Marketing,K35,USER,ACTIVE,PUBLIC
44f0ffd0-181d-5226-9405-daf57077cd87,fb_1534@facebook-combined.local,Lý Bảo Duy,"Yêu thích môi trường cởi mở, nơi mọi người có thể chia sẻ và phát triển cùng nhau.",Đại học Văn Lang,Digital Marketing,K37,USER,ACTIVE,PUBLIC
450a1d30-00dd-57d2-996f-9bf9ceb51c41,fb_4037@facebook-combined.local,Trương Hữu Linh,"Quan tâm đến bạn bè, cộng đồng và những hoạt động mang lại giá trị thực tế.",Đại học Sư phạm TP.HCM,Quản lý giáo dục,K37,USER,ACTIVE,PUBLIC
451724ab-aa5b-54fb-907b-73a9d7a465e0,fb_3722@facebook-combined.local,Lê Khánh Khang,"Thích trò chuyện, làm việc nhóm và lan tỏa những điều hữu ích đến mọi người.",Đại học Tài nguyên và Môi trường Hà Nội,Khoa học môi trường,K41,USER,ACTIVE,PUBLIC
452e0be0-a502-54b4-b87d-c2b073498cd5,fb_434@facebook-combined.local,Lý Quang Bình,"Thích trò chuyện, làm việc nhóm và lan tỏa những điều hữu ích đến mọi người.",Đại học Sư phạm Hà Nội,Sư phạm,K34,USER,ACTIVE,PUBLIC
4553de86-070e-5745-8ae9-24a50fcbb6bd,fb_1803@facebook-combined.local,Phạm Khánh Giang,"Ưu tiên các mối quan hệ chân thành, giao tiếp rõ ràng và hỗ trợ lẫn nhau.",Đại học Tài nguyên và Môi trường TP.HCM,Biến đổi khí hậu,K32,USER,ACTIVE,PUBLIC
456ce808-249b-5124-9724-a149779ecd69,fb_3982@facebook-combined.local,Lê Ngọc Linh,"Yêu thích môi trường cởi mở, nơi mọi người có thể chia sẻ và phát triển cùng nhau.",Đại học Duy Tân,Hướng dẫn du lịch,K30,USER,ACTIVE,PUBLIC
456ecf4e-450a-5adb-a1c2-d87cec56965c,fb_2882@facebook-combined.local,Lê Văn Huy,"Thích trò chuyện, làm việc nhóm và lan tỏa những điều hữu ích đến mọi người.",Đại học Văn Lang,Digital Marketing,K32,USER,ACTIVE,PUBLIC
45878b98-4813-5cfa-be50-3623f5bd269e,fb_265@facebook-combined.local,Huỳnh Đức An,"Quan tâm đến công nghệ, học hỏi mỗi ngày và xây dựng cộng đồng tích cực.",Đại học Kinh tế Quốc dân,Kinh tế,K36,USER,ACTIVE,PUBLIC
459998a5-a7a6-504b-a1bf-8c5cb7896501,fb_3437@facebook-combined.local,Trương Anh Hương,"Quan tâm đến bạn bè, cộng đồng và những hoạt động mang lại giá trị thực tế.",Đại học Luật Hà Nội,Luật kinh tế,K36,USER,ACTIVE,PUBLIC
45ac0d4d-5dae-595d-9b4b-4fa5159bf00e,fb_2495@facebook-combined.local,Mai Bảo Hải,"Thích kết bạn, mở rộng mạng lưới quan hệ và học thêm từ những góc nhìn khác nhau.",Đại học Ngoại ngữ - ĐHQGHN,Ngôn ngữ Nhật,K37,USER,ACTIVE,PUBLIC
45bb9b1d-c698-5fd9-bffc-ddd93dfdba30,fb_3767@facebook-combined.local,Võ Bảo Khang,"Thích kết bạn, mở rộng mạng lưới quan hệ và học thêm từ những góc nhìn khác nhau.",Đại học Kiến trúc TP.HCM,Quản lý xây dựng,K43,USER,ACTIVE,PUBLIC
45d8c4f7-b942-5cbe-83b4-0aed7403f56c,fb_101@facebook-combined.local,Trần Quang An,"Quan tâm đến bạn bè, cộng đồng và những hoạt động mang lại giá trị thực tế.",Đại học Y Dược TP.HCM,Dược học,K33,USER,ACTIVE,PUBLIC
45e31a82-3a2b-5185-b1ed-b73046c7e458,fb_594@facebook-combined.local,Lý Đức Bình,"Thích trò chuyện, làm việc nhóm và lan tỏa những điều hữu ích đến mọi người.",Đại học Mở TP.HCM,Biên phiên dịch,K43,USER,ACTIVE,PUBLIC
45e363c7-bbf8-5f38-9078-2bf60ff8139b,fb_393@facebook-combined.local,Dương Hoài Bình,"Quan tâm đến công nghệ, học hỏi mỗi ngày và xây dựng cộng đồng tích cực.",Đại học Ngoại ngữ - ĐHQGHN,Ngôn ngữ Nhật,K40,USER,ACTIVE,PUBLIC
46031e82-1f92-56b2-9d53-389ac8b70774,fb_2666@facebook-combined.local,Vũ Quang Hiếu,"Thích trò chuyện, làm việc nhóm và lan tỏa những điều hữu ích đến mọi người.",Đại học Duy Tân,Hướng dẫn du lịch,K35,USER,ACTIVE,PUBLIC
46075af3-023b-5907-b669-5aba34b723e2,fb_2648@facebook-combined.local,Đặng Gia Hiếu,"Yêu thích kết nối, chia sẻ trải nghiệm và khám phá những mối quan hệ mới.",Đại học Duy Tân,Hướng dẫn du lịch,K39,USER,ACTIVE,PUBLIC
4620679b-5457-5e39-a6d3-1a6e629e27b6,fb_2274@facebook-combined.local,Lý Thị Hải,"Thích trò chuyện, làm việc nhóm và lan tỏa những điều hữu ích đến mọi người.",Đại học Nông Lâm Huế,Bảo vệ thực vật,K42,USER,ACTIVE,PUBLIC
4634c4d6-2da4-5033-b072-7bb9389e24c0,fb_1743@facebook-combined.local,Phạm Ngọc Giang,"Thích kết bạn, mở rộng mạng lưới quan hệ và học thêm từ những góc nhìn khác nhau.",Đại học Kinh tế - Luật,Luật thương mại,K42,USER,ACTIVE,PUBLIC
466142bb-5581-533a-b432-747ea845fe21,fb_3528@facebook-combined.local,Đặng Văn Khang,"Yêu thích kết nối, chia sẻ trải nghiệm và khám phá những mối quan hệ mới.",Đại học Tài nguyên và Môi trường TP.HCM,Biến đổi khí hậu,K37,USER,ACTIVE,PUBLIC
46802527-c6f2-5a46-8c7b-cbbdd3bccaa6,fb_2618@facebook-combined.local,Phan Minh Hiếu,"Thích trò chuyện, làm việc nhóm và lan tỏa những điều hữu ích đến mọi người.",Đại học Nông Lâm Huế,Bảo vệ thực vật,K30,USER,ACTIVE,PUBLIC
468de6e3-d784-5618-9108-7e025d4ef358,fb_3549@facebook-combined.local,Bùi Thị Khang,"Quan tâm đến bạn bè, cộng đồng và những hoạt động mang lại giá trị thực tế.",Học viện Báo chí và Tuyên truyền,Truyền thông đa phương tiện,K41,USER,ACTIVE,PUBLIC
469f4ea3-d4d4-5664-b277-609ce1be2cae,fb_2076@facebook-combined.local,Đinh Ngọc Hà,"Thường xuyên tìm kiếm ý tưởng mới, kết nối mới và cơ hội hợp tác phù hợp.",Đại học Hà Nội,Ngôn ngữ Anh,K38,USER,ACTIVE,PUBLIC
46a71291-edf8-5925-af82-5f3fd2af17cc,fb_2289@facebook-combined.local,Bùi Minh Hải,"Quan tâm đến công nghệ, học hỏi mỗi ngày và xây dựng cộng đồng tích cực.",Đại học Mở TP.HCM,Biên phiên dịch,K42,USER,ACTIVE,PUBLIC
46a9e87e-c3a4-5aac-b9e1-fac73e4e0574,fb_2335@facebook-combined.local,Mai Gia Hải,"Thích kết bạn, mở rộng mạng lưới quan hệ và học thêm từ những góc nhìn khác nhau.",Học viện Nông nghiệp Việt Nam,Nông học,K38,USER,ACTIVE,PUBLIC
46aa5074-074c-581a-adbb-8ebc8c3cfc31,fb_215@facebook-combined.local,Mai Khánh An,"Thích kết bạn, mở rộng mạng lưới quan hệ và học thêm từ những góc nhìn khác nhau.",Đại học Thương mại,Kinh doanh quốc tế,K35,USER,ACTIVE,PUBLIC
46aad9a8-43d2-59a2-b826-ba4fff054e76,fb_574@facebook-combined.local,Lý Bảo Bình,"Yêu thích môi trường cởi mở, nơi mọi người có thể chia sẻ và phát triển cùng nhau.",Đại học Khoa học Tự nhiên - ĐHQG TP.HCM,Quản lý tài nguyên,K33,USER,ACTIVE,PUBLIC
46ae08b6-439c-4c87-bedb-a0bffaedad81,user2@example.com,Tran Thi Long,Dang hoc CNTT va quan tam den cong nghe moi,Đại học Kinh tế - Luật,Kiểm toán,K40,USER,ACTIVE,PRIVATE
46b2c790-991f-5485-a785-fc006cd5140a,fb_1824@facebook-combined.local,Hoàng Anh Giang,"Yêu thích kết nối, chia sẻ trải nghiệm và khám phá những mối quan hệ mới.",Đại học Kinh tế - Luật,Kiểm toán,K43,USER,ACTIVE,PUBLIC
46e293f3-7c87-51e2-920b-ace0db40c5f6,fb_3686@facebook-combined.local,Vũ Tuấn Khang,"Yêu thích môi trường cởi mở, nơi mọi người có thể chia sẻ và phát triển cùng nhau.",Đại học Sư phạm Kỹ thuật Đà Nẵng,Kỹ thuật phần mềm,K33,USER,ACTIVE,PUBLIC
47033cdf-6493-5c61-83e2-c83e509e2e8e,fb_3925@facebook-combined.local,Huỳnh Gia Linh,"Quan tâm đến bạn bè, cộng đồng và những hoạt động mang lại giá trị thực tế.",Đại học Khoa học Tự nhiên - ĐHQG TP.HCM,Quản lý tài nguyên,K40,USER,ACTIVE,PUBLIC
471dd839-20c2-5fbe-af05-ab1231319ef6,fb_483@facebook-combined.local,Phạm Tuấn Bình,"Ưu tiên các mối quan hệ chân thành, giao tiếp rõ ràng và hỗ trợ lẫn nhau.",Đại học Sư phạm TP.HCM,Quản lý giáo dục,K32,USER,ACTIVE,PUBLIC
472d8b11-4bb0-59f1-98d3-f093b48eb063,fb_2254@facebook-combined.local,Lý Văn Hải,"Yêu thích môi trường cởi mở, nơi mọi người có thể chia sẻ và phát triển cùng nhau.",Đại học Tài nguyên và Môi trường Hà Nội,Khoa học môi trường,K37,USER,ACTIVE,PUBLIC
473f2a12-ef7d-50ad-b3fc-d3ee43d0bb9c,fb_3043@facebook-combined.local,Phạm Tuấn Huy,"Ưu tiên các mối quan hệ chân thành, giao tiếp rõ ràng và hỗ trợ lẫn nhau.",Đại học Điều dưỡng Nam Định,Điều dưỡng,K31,USER,ACTIVE,PUBLIC
47426a14-535b-529e-8ed9-941f39c7e247,fb_53@facebook-combined.local,Dương Minh An,"Quan tâm đến bạn bè, cộng đồng và những hoạt động mang lại giá trị thực tế.",Đại học Khoa học Tự nhiên - ĐHQG TP.HCM,Quản lý tài nguyên,K42,USER,ACTIVE,PUBLIC
4749dd73-fabc-532b-978e-833e4edaef8a,fb_407@facebook-combined.local,Võ Gia Bình,"Thích kết bạn, mở rộng mạng lưới quan hệ và học thêm từ những góc nhìn khác nhau.",Đại học Ngoại ngữ - Đại học Đà Nẵng,Ngôn ngữ Hàn,K43,USER,ACTIVE,PUBLIC
474b44ba-b20f-524d-91db-4ea42c8c63b9,fb_1369@facebook-combined.local,Bùi Gia Duy,"Quan tâm đến công nghệ, học hỏi mỗi ngày và xây dựng cộng đồng tích cực.",Đại học Tài nguyên và Môi trường Hà Nội,Khoa học môi trường,K42,USER,ACTIVE,PUBLIC
474d5c6e-6fab-5149-8ffe-8f231b389fc2,fb_3285@facebook-combined.local,Huỳnh Gia Hương,"Quan tâm đến bạn bè, cộng đồng và những hoạt động mang lại giá trị thực tế.",Đại học Tài chính - Marketing,Marketing,K39,USER,ACTIVE,PUBLIC
479448b1-777e-5764-9c3c-69cddbf89ce6,fb_3568@facebook-combined.local,Đặng Minh Khang,"Yêu thích kết nối, chia sẻ trải nghiệm và khám phá những mối quan hệ mới.",Đại học Luật Hà Nội,Luật kinh tế,K35,USER,ACTIVE,PUBLIC
479caa2d-b339-5d2d-bd09-62c3090b014c,fb_1827@facebook-combined.local,Võ Anh Giang,"Ưu tiên các mối quan hệ chân thành, giao tiếp rõ ràng và hỗ trợ lẫn nhau.",Đại học Công nghệ - ĐHQGHN,Khoa học dữ liệu,K44,USER,ACTIVE,PUBLIC
47acfa7a-4270-5629-aa09-668e61b79a8e,fb_2670@facebook-combined.local,Đỗ Quang Hiếu,"Yêu thích môi trường cởi mở, nơi mọi người có thể chia sẻ và phát triển cùng nhau.",Đại học Văn hóa Hà Nội,Quản trị du lịch,K31,USER,ACTIVE,PUBLIC
47acff87-9d49-5ab4-999f-adbd67d68a64,fb_2632@facebook-combined.local,Ngô Hoài Hiếu,"Yêu thích kết nối, chia sẻ trải nghiệm và khám phá những mối quan hệ mới.",Học viện Báo chí và Tuyên truyền,Truyền thông đa phương tiện,K31,USER,ACTIVE,PUBLIC
47b418a3-b905-538c-8383-ba461d4d5364,fb_1495@facebook-combined.local,Mai Khánh Duy,"Thích kết bạn, mở rộng mạng lưới quan hệ và học thêm từ những góc nhìn khác nhau.",Đại học Duy Tân,Hướng dẫn du lịch,K42,USER,ACTIVE,PUBLIC
47c4535d-80dd-5a82-a641-bfa82fa79a6d,fb_2269@facebook-combined.local,Bùi Thị Hải,"Quan tâm đến bạn bè, cộng đồng và những hoạt động mang lại giá trị thực tế.",Đại học Sư phạm Hà Nội,Sư phạm,K35,USER,ACTIVE,PUBLIC
47d3a3d0-f331-5166-9328-e59a75212616,fb_1719@facebook-combined.local,Tạ Quang Giang,"Thích kết bạn, mở rộng mạng lưới quan hệ và học thêm từ những góc nhìn khác nhau.",Học viện Nông nghiệp Việt Nam,Nông học,K30,USER,ACTIVE,PUBLIC
47d538a1-789a-50c1-840d-1fea23293b0d,fb_3993@facebook-combined.local,Dương Ngọc Linh,"Quan tâm đến công nghệ, học hỏi mỗi ngày và xây dựng cộng đồng tích cực.",Đại học Ngoại ngữ - ĐHQGHN,Ngôn ngữ Nhật,K44,USER,ACTIVE,PUBLIC
47d5f742-a3ac-58b3-afcd-b3436f1a189a,fb_49@facebook-combined.local,Bùi Minh An,"Quan tâm đến công nghệ, học hỏi mỗi ngày và xây dựng cộng đồng tích cực.",Đại học Kinh tế TP.HCM,Kế toán,K31,USER,ACTIVE,PUBLIC
47d7c9bd-10c5-5df2-adfd-f961f6347699,fb_2711@facebook-combined.local,Hồ Ngọc Hiếu,"Thích kết bạn, mở rộng mạng lưới quan hệ và học thêm từ những góc nhìn khác nhau.",Đại học Sư phạm TP.HCM,Quản lý giáo dục,K42,USER,ACTIVE,PUBLIC
47f9bed9-dd5e-5059-8442-8ae6c3d03b87,fb_3198@facebook-combined.local,Phan Phúc Huy,"Yêu thích môi trường cởi mở, nơi mọi người có thể chia sẻ và phát triển cùng nhau.",Đại học Sư phạm Hà Nội,Sư phạm,K32,USER,ACTIVE,PUBLIC
4809bd21-6eb0-57ec-8aa2-3ed78f41ac19,fb_3818@facebook-combined.local,Phan Nhật Khang,"Thích trò chuyện, làm việc nhóm và lan tỏa những điều hữu ích đến mọi người.",Đại học Kinh tế - Luật,Luật thương mại,K30,USER,ACTIVE,PUBLIC
48141626-1cee-5e78-9110-2a8313de97a3,fb_2364@facebook-combined.local,Hoàng Thanh Hải,"Thường xuyên tìm kiếm ý tưởng mới, kết nối mới và cơ hội hợp tác phù hợp.",Đại học Tài nguyên và Môi trường Hà Nội,Khoa học môi trường,K44,USER,ACTIVE,PUBLIC
481feec7-f47d-5f0e-9e37-a5b4abeeb893,fb_3226@facebook-combined.local,Vũ Thị Hương,"Thích trò chuyện, làm việc nhóm và lan tỏa những điều hữu ích đến mọi người.",Đại học Khoa học Tự nhiên - ĐHQG TP.HCM,Quản lý tài nguyên,K30,USER,ACTIVE,PUBLIC
4869357c-dc47-55b1-82cd-f7dc8873d594,fb_3867@facebook-combined.local,Võ Thị Linh,"Ưu tiên các mối quan hệ chân thành, giao tiếp rõ ràng và hỗ trợ lẫn nhau.",Đại học Bách khoa Hà Nội,Công nghệ thông tin,K30,USER,ACTIVE,PUBLIC
486c2dc0-6f12-5279-97be-1d4758711ae7,fb_2403@facebook-combined.local,Phạm Tuấn Hải,"Ưu tiên các mối quan hệ chân thành, giao tiếp rõ ràng và hỗ trợ lẫn nhau.",Đại học Kinh tế Quốc dân,Kinh tế,K37,USER,ACTIVE,PUBLIC
